City,Name,Latitude,Longitude,Store Number,Street Combined,Postal Code,Country Subdivision,Country,Ownership Type,nearest_store_number,nearest_store_distance_km
Longmont,Safeway--Longmont #1634,40.187381744384766,-105.07210540771484,74110-23948,1630 Pace Street,805042119,CO,US,LS,74110-97326,0.2
Boston,755 Boylston St,42.3492546081543,-71.08094024658203,7544-27387,755 Boylston Street,021162618,MA,US,CO,28243-249737,0.1
Dallas,Lemmon & Knight,32.81476974487305,-96.8094711303711,6359-21041,4101 Lemmon Ave.,752193739,TX,US,CO,6254-1019,0.5
Costa Mesa,Harbor & Wilson,33.656402587890625,-117.91879272460938,5783-17134,"2300 Harbor Blvd., N-1, Harbor Center",926266250,CA,US,CO,5539-722,1.7
Parker,Safeway-Parker #1446,39.51628112792969,-104.76632690429688,74120-17634,11051 S Parker Road,801347441,CO,US,LS,6456-43259,0.5
Fremont,Safeway-Fremont #309,37.545013427734375,-121.98885345458984,74126-25648,39100 Argonaut Way,945381304,CA,US,LS,5223-388,0.4
Freeport,Freeport-Main Street,43.85652542114258,-70.10432434082031,7549-13807,49 Main Street,040321212,ME,US,CO,9299-96183,13.7
Boise,Albertsons-Boise #161,43.63448715209961,-116.31590270996094,73137-21103,10700 Ustick Road,837135103,ID,US,LS,73101-18219,3.3
Longmont,Safeway-Longmont #1116,40.15347671508789,-105.10970306396484,74132-17754,1050 Ken Pratt Blvd,805016362,CO,US,LS,5306-805,0.1
Phoenix,"32nd Street & Bell Rd, Phoenix",33.64023208618164,-112.01103210449219,8656-93357,"3317 E. Bell Road, #100, Plaza De Campana",850322725,AZ,US,CO,20444-195007,0.1
Phoenix,Target S. Mountain Phoenix T-1905,33.37908935546875,-112.03417205810547,76262-90568,2140 E Baseline,850426910,AZ,US,LS,9414-95702,0.3
Grand Forks,13th and Washington - Grand Forks,47.90930938720703,-97.04452514648438,9306-95919,1217 S. Wasington St.,582015432,ND,US,CO,2741-84840,3.4
North Hollywood,Victory & Coldwater,34.18645477294922,-118.41353607177734,5839-26187,12848 Victory Blvd.,916063013,CA,US,CO,13365-107349,1.7
Mount Pleasant,Houston Northcutt,32.8016242980957,-79.89087677001953,8381-17114,"920 Houston Northcutt Blvd., A1, Village Pointe Shopping Center",294643447,SC,US,CO,8405-36145,2.4
Dallas,N. Central Exp & Mockingbird,32.837093353271484,-96.77645111083984,6367-27349,"5331 E. Mockingbird Lane, 150, Mockingbird Station Shopping Center",752065169,TX,US,CO,6277-1332,0.4
Fort Worth,Bryant Irvin & Overton,32.67865753173828,-97.41433715820312,6385-19059,4849 Bryant Irvin Road,761323615,TX,US,CO,72612-22322,0.2
Rockville,Pike and Rose,39.049869537353516,-77.11511993408203,7593-19240,11802 Rockville Pike,208522742,MD,US,CO,73960-116686,0.4
Palo Alto,Donohoe & E Bayshore Rd,37.461631774902344,-122.13728332519531,5977-23022,"1745 East Bayshore Blvd., Ravenswood @ 101",943032523,CA,US,CO,19632-176904,1.8
East Wenatchee,Valley Mall Pkwy & 5th St NE,47.41067886352539,-120.29064178466797,3350-39559,"500 A Valley Mall Parkway, The Valley Mall Plaza",988023812,WA,US,CO,19150-93503,0.5
McKinney,US 380 & US 75,33.2154655456543,-96.63835906982422,6416-36059,"1787 N Central Expwy, Ste 200, Cameron Crossing",750703117,TX,US,CO,76817-110964,0.7
Richmond,Huguenot Road & River Road,37.5671501159668,-77.53865051269531,7604-5144,5001 Huguenot Road,232263323,VA,US,CO,11079-103790,1.9
Colorado Springs,Safeway-Colorado Springs #1499,38.87508010864258,-104.72013854980469,74157-17756,2890 N Powers Blvd,809222800,CO,US,LS,5333-285,0.3
San Diego,Fairmount & University,32.74848175048828,-117.10070037841797,5867-19639,"3895 Fairmount Avenue, City Heights Village Shopping Center",921052607,CA,US,CO,5607-1340,1.8
Sebastopol,Safeway-Sebastopol #933,38.404571533203125,-122.82689666748047,74201-27650,406 N. Main St.,954723405,CA,US,LS,10548-101485,1.6
Loveland,14th Str & Taft Ave,40.37925720214844,-105.09937286376953,6382-27308,"1317 Eagle Drive, Thompson Valley Town Center",805378059,CO,US,CO,16858-129325,0.1
New York,40th & Lexington (360 Lex),40.75033187866211,-73.97704315185547,7611-32699,360 Lexington Avenue,100176502,NY,US,CO,7506-6650,0.2
Ladue,Lindbergh & Clayton,38.63251495361328,-90.40471649169922,7995-95377,1500 S. Lindbergh Blvd.,63131,MO,US,CO,13811-104789,4.2
Brooklyn,Main St & Front St,40.702693939208984,-73.99090576171875,9368-96106,67 Front Street,112011001,NY,US,CO,844-169565,0.9
Poughkeepsie,"Arlington Square, Route 44",41.698341369628906,-73.88016510009766,7936-95790,712 Duchess Tpke,126036424,NY,US,CO,7705-20440,5.1
Roseville,Roseville on Gratiot,42.53171920776367,-82.9151382446289,8653-94171,31921 Gratiot Avenue,480664585,MI,US,CO,29546-244213,1.1
Winston-Salem,Reynolda Road,36.1442756652832,-80.30047607421875,11926-105253,"2898 Reynolda Road, N/A",271063168,NC,US,CO,26169-237578,0.1
North Augusta,E Martintown Rd & Old Edgefield Rd,33.50375747680664,-81.95962524414062,11552-105187,1234 Knox Ave,298414055,SC,US,CO,73904-108009,6.4
San Antonio,I-35 & Walzem,29.510543823242188,-98.39483642578125,13357-107293,4901 Walzem,782182116,TX,US,CO,18834-178185,4.4
Ypsilanti,EMU Student Center,42.25242233276367,-83.62871551513672,75450-68161,900 Oakwood St,481976229,MI,US,LS,11966-104629,3.3
Gray,ME- Gray Tunpike Travel Plaza,43.88754653930664,-70.32898712158203,75938-105931,Maine Turnpike NORTH Mile Marker 57,040399531,ME,US,LS,75939-105895,10.7
Chino Hills,Chino & 71,34.01100158691406,-117.73597717285156,10628-101097,3210 Chino Ave.,917093577,CA,US,CO,73361-24087,1.1
Erie,Hwy 287 & Arapahoe-Erie,40.015785217285156,-105.10238647460938,13426-105051,3336 Arapahoe,805166013,CO,US,CO,74348-82460,0.1
Golden,"Highway 93 & Washington, Golden",39.767311096191406,-105.2343521118164,10722-102751,114 N RUBEY DRIVE,804032455,CO,US,CO,6425-49679,1.9
Waianae,Waianae Mall - Farrington Hwy,21.43505859375,-158.18435668945312,21073-102259,"86-120 Farrington Highway, Waianae Mall Shopping Center",967923000,HI,US,CO,75453-107452,11.3
Allen,Kroger - Allen #548,33.11591720581055,-96.65003967285156,72562-100224,1210 N. Greenville Ave,750022186,TX,US,LS,70358-139509,1.3
Houston,Target Houston T-75,29.735559463500977,-95.56790161132812,76647-100225,10801 Westheimer Rd,770423293,TX,US,LS,6265-752,1.7
Gloucester,Farm Fresh-Gloucester #814,37.39657974243164,-76.52637481689453,79477-104500,7242 George Washington Memorial Highway,23072,VA,US,LS,13663-105560,0.1
Papillion,"Hy Vee, Papillion, NE",41.13551330566406,-96.02639770507812,73741-105734,11650 South 73rd St,680461500,NE,US,LS,11529-103989,0.4
Franklin Lakes,Franklin Lakes,40.99405288696289,-74.21333312988281,11928-104892,"816 High Mountain Rd., Urban Farms Shopping Center",074172105,NJ,US,CO,14497-116306,4.3
Verona,PA Oakmont Travel Plaza,40.5209846496582,-79.8140640258789,75941-105649,PA Turnpike East Milepost 49.3,15147,PA,US,LS,76886-121688,3.3
Sacramento,Bruceville & Cosumnes River,38.45937728881836,-121.41557312011719,13639-107399,"8231 Timberlake Way, Ste 140, Strawberry Creek Shopping Center",958235423,CA,US,CO,6623-45299,1.1
San Diego,Vons-San Diego #2348,32.951324462890625,-117.24665069580078,74848-94840,2606 Del Mar Heights Rd,920143110,CA,US,LS,24502-238007,0.2
Tempe,"Rural & Loop 202, Tempe",33.43440246582031,-111.92601013183594,13214-103798,"555 N. Scottsdale Road, #109",852812294,AZ,US,CO,75247-94352,1.6
Sonoma,Safeway - Sonoma #911,38.29240798950195,-122.4679183959961,79636-107003,477 W Napa,954766551,CA,US,LS,3471-94127,1.0
Schofield Barracks,Schofield Barracks Main Store Mall,21.48710060119629,-158.0904998779297,75453-107452,Bldg. 693,96857720,HI,US,LS,21011-10055,8.3
Jamestown,Jamestown,42.09770202636719,-79.29118347167969,2953-93286,944 Fairmount Avenue,147012453,NY,US,CO,75353-102275,39.2
New York,Madison & 44th,40.7540397644043,-73.97859191894531,11737-106178,340 Madison Avenue,101730002,NY,US,CO,9244-9097,0.0
Portland,OFC-Portland #201,45.55379104614258,-122.8365707397461,79385-102662,4756 NW Bethany Blvd,972299255,OR,US,LS,463-210425,0.0
Evergreen,King Soopers Bergen Park #64,39.693180084228516,-105.35826873779297,73753-100345,1173 Bergen Pkwy,804399522,CO,US,LS,8626-103726,2.5
El Jebel,City Market - El Jabel #433,39.392120361328125,-107.08781433105469,73754-103426,250 E Valley Rd,816237736,CO,US,LS,19548-183944,0.6
Fort Wayne,Meijers - Fort Wayne #138,41.129905700683594,-85.01160430908203,72833-117526,10301 Maysville Rd,468359591,IN,US,LS,72833-74343,0.1
Jackson,Meijer - Jackson #056,42.25694274902344,-84.35936737060547,72826-117527,3333 E Michigan Ave,492023853,MI,US,LS,10560-100422,5.6
Greensboro,Jefferson Village,36.11188507080078,-79.87931060791016,10605-99128,"1562 Highwoods Blvd, Suite C, Jefferson Village",274102056,NC,US,CO,76689-97498,0.1
Seabrook,"Seabrook, Lafayette Rd",42.88212966918945,-70.86808013916016,13448-107019,271 Lafayette Rd,038744512,NH,US,CO,7329-1266,7.9
Twinsburg,"Twinsburg, East Aurora Road",41.31116485595703,-81.44064331054688,11857-105391,"2728 East Aurora Road, Bld A, 82/91 Plaza",440872152,OH,US,CO,76603-97500,6.6
Cincinnati,Glendale Milford & Reading,39.25374984741211,-84.42618560791016,11652-104465,2520 Cunningham Dr,452413374,OH,US,CO,72555-103616,3.9
North Bend,North Bend & Mt Si- North Bend,47.48750305175781,-121.79360961914062,13730-105930,"721 SW Mt. Si Blvd, B",980458990,WA,US,CO,20318-94720,0.2
Duvall,Duvall Commons- Duvall,47.72813415527344,-121.98628997802734,10763-102131,"26304 NE Big Rock Rd, Bldg B",980199011,WA,US,CO,74224-50699,0.2
Chelan,216 W Manson Hwy,47.84181213378906,-120.02088165283203,10530-99246,216 W Manson Hwy,988168687,WA,US,CO,10478-100358,49.2
Groton,Stop & Shop-Groton #682,41.368316650390625,-72.06690979003906,73758-97513,220 SR-12,06340,CT,US,LS,11782-104678,2.9
Honolulu,Royal Hawaiian Shopping Center,21.279523849487305,-157.83013916015625,21069-104119,"2201 Kalakaua Ave, Royal Hawaiian Shopping Center",968155201,HI,US,CO,21274-210427,0.2
Newport News,Harris Teeter-Newport News #6,37.068172454833984,-76.49156951904297,73766-97716,12404 Warwick Blvd,236063007,VA,US,LS,10705-100816,3.0
Norfolk,Farm Fresh-Norfolk #246,36.95574188232422,-76.2531967163086,73755-104505,179 W. Ocean View Ave.,235031502,VA,US,LS,79326-102373,4.6
Columbia,Broadway & Brickton,38.947593688964844,-92.30076599121094,11521-103582,"2500 Broadway Bluffs Drive, 100",652018127,MO,US,CO,10322-100060,2.3
Powell,I-75 & Emory,36.049861907958984,-83.9998779296875,11656-105033,401 East Emory Road,378493518,TN,US,CO,17932-186985,0.1
Chesapeake,Country Club Shops,36.71222686767578,-76.27632141113281,11659-104890,"940 Cedar Road, Suite 101, Country Club shops",233227459,VA,US,CO,72979-95400,2.7
Madison,Target Madison T-1069,43.119171142578125,-89.30769348144531,76777-108248,4301 Lien Rd,537043608,WI,US,LS,16518-161964,0.8
Portland,SE 126th and Division,45.50422286987305,-122.53346252441406,14042-108068,12613 SE Division,972363131,OR,US,CO,79541-101961,1.0
Portland,NE 181st and Glisan,45.526187896728516,-122.47740936279297,14043-108070,499 NE 181st Street,972306660,OR,US,CO,24890-237501,2.8
Portland,SE 36th and Powell,45.49727249145508,-122.62568664550781,14041-108067,3623 SE Powell,972021879,OR,US,CO,74193-26809,0.3
Portland,Piedmont,45.5666618347168,-122.66181945800781,14047-108074,6003 NE MLK Drive,972134035,OR,US,CO,79502-104095,0.1
Gresham,242nd and Burnside,45.50267028808594,-122.41476440429688,14030-108069,1755 NE Burnside,970305730,OR,US,CO,74390-77221,0.4
Whitehall,Lehigh Valley Mall,40.63111114501953,-75.4798583984375,10875-102537,"250 Lehigh Valley Mall, K102, Lehigh Valley Mall",180525719,PA,US,CO,28526-249876,0.3
Miami,Florida International University,25.7608642578125,-80.37643432617188,75443-79685,11200 SW 8th St,331992516,FL,US,LS,21306-157131,0.4
Charlotte,Carolina Medical (Kiosk),35.203128814697266,-80.8394546508789,11638-105036,"1025 Morehead Medical Drive, Morehead Medical Plaza",282042963,NC,US,CO,8288-1929,0.4
Chapel Hill,Eastgate - Chapel Hill,35.936580657958984,-79.02539825439453,8715-79143,"1800 E Franklin Street, Suite B, Eastgate Shopping Center",275145816,NC,US,CO,72920-93638,0.8
Ruidoso,"Sudderth & Navajo, Ruidoso",33.33259201049805,-105.67792510986328,11191-103494,"2722 Sudderth Dr, 100",883456356,NM,US,CO,23941-230639,54.2
Carson City,Williams & State - Carson City,39.17185974121094,-119.75276947021484,13204-107037,"1410 William St, Mills Park Centre",897013277,NV,US,CO,11274-103841,2.0
Las Vegas,Smith's-Las Vegas #311,36.04231643676758,-115.24215698242188,79486-106701,North-East corner of South Rainbow Blvd.,89139,NV,US,LS,73683-97568,1.4
Reno,Buck & Lemmon - Reno,39.61379623413086,-119.84871673583984,9767-98186,"290 Lemon Drive, 103, North Valleys Shopping Center",895065646,NV,US,CO,75499-99551,8.0
East Northport,"E. Northport, Larkfield Rd",40.86383056640625,-73.32112884521484,10329-100400,506 Larkfield Rd,117314202,NY,US,CO,10045-99397,2.7
Middletown,"Middletown, Orange Plaza",41.453216552734375,-74.38250732421875,13454-106336,"51 Orange Plaza Lane, Orange Plaza",109402254,NY,US,CO,19917-202867,1.3
Brooklyn,6 Metro Tech at Jay Street,40.694007873535156,-73.98693084716797,11809-106577,"6 Metro Tech, Poly Tech Institute",112013840,NY,US,CO,16608-169505,0.3
Brooklyn,910 Manhattan Avenue,40.73052978515625,-73.95413970947266,13262-107296,910 Manhattan Avenue,112222107,NY,US,CO,22596-222524,1.4
North Merrick,North Merrick,40.67660140991211,-73.55708312988281,13587-107917,1713 Merrick Avenue,115662719,NY,US,CO,7302-555,2.3
New York,49th & Madison,40.756961822509766,-73.97589874267578,11736-106179,425 Madison Avenue,100171110,NY,US,CO,19030-193844,0.1
Nanuet,Nanuet,41.09881591796875,-74.01472473144531,11369-104643,126 West Rockland Plaza,109542210,NY,US,CO,28470-250137,0.1
Sylvania,Kroger-Sylvania #895,41.68696594238281,-83.72452545166016,72585-107978,7545 Sylvania Ave,435609735,OH,US,LS,21314-209465,1.9
Mansfield,"Kroger-Mansfield, OH #557",40.77620315551758,-82.47582244873047,72568-108100,1060 Ashland Road,449052157,OH,US,LS,72821-87633,8.9
Delaware,"Kroger-Delaware, OH #804",40.312889099121094,-83.11043548583984,72567-108104,801 North Houck Road,430154418,OH,US,LS,17921-174364,6.1
Portsmouth,Kroger - Portsmouth #575,38.73634338378906,-82.99562072753906,79500-101770,811 Gay St,456624118,OH,US,LS,11795-104594,41.7
Sharonville,Kroger - Sharonville #429,39.296749114990234,-84.38973999023438,73705-101999,12164 Lebanon Road,452411799,OH,US,LS,21212-209985,3.0
Prescott,Safeway - Prescott #274,34.53091812133789,-112.47490692138672,79642-111047,450 WHITE SPAR RD,863034626,AZ,US,LS,5828-25528,1.8
Redding,Safeway - Redding #1826,40.57154083251953,-122.3524398803711,79628-107174,1070 East Cypress Ave,960021114,CA,US,LS,6625-64339,0.1
Washington,JW Marriott Washington DC Lobby,38.89567565917969,-77.02923583984375,75702-94031,1331 Pennsylvania Ave NW,200041710,DC,US,LS,7569-238095,0.2
Rancho Cucamonga,Carnelian & 19th,34.133243560791016,-117.61656188964844,13681-108130,"8678 19th Street, 100",917014559,CA,US,CO,74525-63240,0.2
Fresno,"Blackstone & Barstow, Fresno",36.81375503540039,-119.79074096679688,6975-3150,"5347 N. Blackstone Avenue, #101, Northgate Shopping Center",937106713,CA,US,CO,6973-88409,0.8
San Diego,University & Vermont,32.74951934814453,-117.1537857055664,14022-108032,1080 University Ave,921033363,CA,US,CO,5638-2073,0.2
Alhambra,"Atlantic & Valley, Alhambra",34.077117919921875,-118.13410949707031,11220-104633,1410 South Atlantic Blvd.,918033101,CA,US,CO,76365-97162,1.6
San Diego,"Adams & Felton, San Diego",32.76355743408203,-117.12159729003906,13640-106841,3352 Adams Avenue,921161822,CA,US,CO,74925-102773,0.7
Los Angeles,12th & Hill,34.039371490478516,-118.26094818115234,13397-107450,"1149 S. Hill Street, H-120, AT&T Building",900152212,CA,US,CO,10939-100965,0.3
Costa Mesa,17th & Westminster,33.63414764404297,-117.91658782958984,14003-108021,"250 E. 17th Street, Suite A",926273853,CA,US,CO,19157-198886,0.5
New Orleans,Harrison Ave & Memphis St,30.004150390625,-90.10546875,11725-105706,800 Harrison Ave,701243147,LA,US,CO,6303-193386,2.1
Russellville,Weir & Parkway,35.28239822387695,-93.10711669921875,11743-104981,2220 East Parkway,72802,AR,US,CO,70039-116729,63.5
Ellenton,Prime Outlets at Ellenton,27.534147262573242,-82.50691986083984,11680-105902,"5461 Factory Shops Blvd, 210, Prime Outlets @ Ellenton",342224100,FL,US,CO,19070-191185,5.3
Greenwood,Greenwood Park Mall,39.63267517089844,-86.12064361572266,13529-105327,"1251 U.S. Highway 31 North, D07, Greenwood Park Mall",461424503,IN,US,CO,28536-249966,0.4
Lafayette,Johnston & Sears,30.17502784729004,-92.07711791992188,11756-104706,5709 Johnston Street,705035302,LA,US,CO,8694-93854,1.3
Hillsboro,10th Ave,45.52083969116211,-122.97413635253906,14031-108061,215 SE 10th Avenue,971234237,OR,US,CO,9498-94401,1.2
Beaverton,NW Town Center Dr & Tanasbourne Dr,45.53919219970703,-122.86656188964844,14026-108060,2711 NW Town Center Dr. #1,970068951,OR,US,CO,442-15,0.2
Rosenberg,Hwy 59 & Hwy 762,29.54483413696289,-95.75360870361328,11982-103766,24406 SW Freeway,77471,TX,US,CO,19211-198924,0.3
Spring,FM 2920 & Kuykendahl,30.073705673217773,-95.50824737548828,11570-104592,5911 FM 2920,773883016,TX,US,CO,79443-98034,0.8
Vancouver,112th & 4th Plain- Vancouver,45.665740966796875,-122.55750274658203,11671-104561,"11211 NE 4th Plain Blvd, # 103",986625806,WA,US,CO,72791-57759,1.3
Cheyenne,"21st & Central Avenue-Cheyenne, WY",41.1379508972168,-104.81697845458984,11082-102939,2111 Central Ave,820013744,WY,US,CO,74427-94041,3.2
Jacksonville,Hwy 67 & Vandenberg,34.88589859008789,-92.10895538330078,11215-103991,2090 John Harden,720762730,AR,US,CO,3883-108573,3.9
Ventura,"Mills & Dean, Ventura",34.26693344116211,-119.24617004394531,10855-102737,"488 South Mills Road, 100",930033498,CA,US,CO,76891-127001,0.4
Visalia,"Caldwell & Demaree, Visalia",36.298065185546875,-119.33465576171875,10147-99688,"3927 W. Caldwell Avenue, A, Visalia Pavilion",932776423,CA,US,CO,11243-103657,1.9
Paramount,"Alondra & Lakewood, Paramount",33.88948440551758,-118.14409637451172,11459-103349,8819 Alondra Blvd.,907234603,CA,US,CO,5842-20739,1.5
Visalia,"Mooney & Tulare, Visalia",36.3192253112793,-119.31420135498047,10146-99405,"1229 S. Mooney Blvd., #A, In-Shape Plaza",932774499,CA,US,CO,20226-199645,0.9
Visalia,"Mooney & Packwood, Visalia",36.292198181152344,-119.31429290771484,11243-103657,"4219 South Mooney Blvd, #A, Packwood Creek Shopping Center",932779146,CA,US,CO,10147-99688,1.9
La Cresenta,"Foothill & Boston, La Crescenta",34.237545013427734,-118.26114654541016,11445-105175,"3747 Foothill Boulevard, A",912141700,CA,US,CO,74599-87828,1.4
Wilmette,Lake & Laramie - Wilmette,42.079803466796875,-87.76264190673828,10452-101025,3520 Lake Ave.,600911064,IL,US,CO,2246-397,0.5
Leawood,135th & Briar,38.884456634521484,-94.64491271972656,10740-102034,"13480 Briar Street, Parkway Plaza",662093411,KS,US,CO,10034-97362,3.3
Rockville,Rockville Town Square,39.085243225097656,-77.15122985839844,10240-95774,"39 Maryland Avenue, Suite B, Rockville Town Center",208502391,MD,US,CO,7453-5140,1.6
Brooklyn,Smith St & Wyckoff St,40.68622589111328,-73.99099731445312,11807-106578,164 Smith Street,112016303,NY,US,CO,7595-14074,0.3
New York,Broadway & Canal,40.718902587890625,-74.00251770019531,11934-106845,405 Broadway,100133558,NY,US,CO,7680-36959,0.2
Ithaca,"College Avenue, Ithaca",42.44175720214844,-76.48555755615234,11932-106159,"402 College Avenue, Suite 402",148506708,NY,US,CO,10395-100795,1.0
San Diego,Palm & Beyer,32.5847053527832,-117.06121826171875,10937-103433,3320 Palm Avenue,921541662,CA,US,CO,6547-64059,2.5
